species,substance,delta
P. aeruginosa,CAZ,2.3997
P. aeruginosa,CIP,-0.1843
P. aeruginosa,COL,0.2958
P. aeruginosa,IMP,1.5451
P. aeruginosa,LEV,0.0815
P. aeruginosa,MER,-0.0548
P. aeruginosa,PIP,-14.6243
P. aeruginosa,PIT,11.8865
P. aeruginosa,TOB,-0.187
E. coli,AMK,-0.2224
E. coli,AMS,55.195
E. coli,AZT,-0.1471
E. coli,CAZ,-0.1566
E. coli,CIP,-0.091
E. coli,COL,-0.5702
E. coli,CTX,-0.0921
E. coli,CXM,-4.2177
E. coli,FOS,-7.417
E. coli,GEN,-0.2251
E. coli,IMP,-0.1979
E. coli,LEV,-0.1209
E. coli,MER,-0.0134
E. coli,MOX,-0.2533
E. coli,PIP,24.6024
E. coli,PIT,-0.6408
E. coli,SXT,-0.7515
E. coli,TOB,-0.1529
P. aeruginosa,AMK,0.7617
P. aeruginosa,AZT,7.4044
P. aeruginosa,CAZ,7.4704
P. aeruginosa,CIP,0.1475
P. aeruginosa,COL,0.2575
P. aeruginosa,IMP,3.6925
P. aeruginosa,LEV,0.3508
P. aeruginosa,MER,-0.0256
P. aeruginosa,PIP,-2.5773
P. aeruginosa,PIT,5.7026
P. aeruginosa,TOB,0.6125
P. aeruginosa,AMK,0.6796
P. aeruginosa,AZT,6.6494
P. aeruginosa,CAZ,0.9602
P. aeruginosa,CIP,-0.0511
P. aeruginosa,COL,1.2908
P. aeruginosa,IMP,1.6139
P. aeruginosa,LEV,0.0017
P. aeruginosa,MER,-0.0421
P. aeruginosa,PIP,-8.5678
P. aeruginosa,PIT,4.7197
P. aeruginosa,TOB,-0.1582
S. aureus,AMK,-3.631
S. aureus,AMS,-0.3318
S. aureus,CIP,-0.3261
S. aureus,CLI,-0.3338
S. aureus,CTX,-3.3519
S. aureus,CXM,-2.9368
S. aureus,DOX,-0.0775
S. aureus,DPT,-0.0806
S. aureus,FOS,-5.16
S. aureus,GEN,-1.6805
S. aureus,IMP,-0.1167
S. aureus,LEV,-0.2057
S. aureus,LIZ,1.1307
S. aureus,MER,-0.2499
S. aureus,MOX,0.002
S. aureus,PIT,-0.1953
S. aureus,RAM,-0.0677
S. aureus,ROX,-1.745
S. aureus,SXT,-0.0793
S. aureus,TOB,20.0535
S. aureus,TPL,0.206
S. aureus,VAN,0.0601
P. aeruginosa,AMK,0.4776
P. aeruginosa,AZT,-0.9206
P. aeruginosa,CAZ,-2.9195
P. aeruginosa,CIP,-0.4507
P. aeruginosa,COL,0.3663
P. aeruginosa,IMP,-0.3988
P. aeruginosa,LEV,-0.2572
P. aeruginosa,MER,0.0948
P. aeruginosa,PIP,-38.242
P. aeruginosa,PIT,0.5461
P. aeruginosa,TOB,-0.2055
E. coli,AMK,0.8602
E. coli,AMS,57.431
E. coli,AZT,-0.1011
E. coli,CAZ,0.2621
E. coli,CIP,7.9502
E. coli,COL,-0.2779
E. coli,CTX,-0.0605
E. coli,CXM,2.8091
E. coli,FOS,8.0907
E. coli,GEN,0.1247
E. coli,IMP,0.0169
E. coli,LEV,7.924
E. coli,MER,-0.0093
E. coli,MOX,7.8752
E. coli,PIP,57.8431
E. coli,PIT,0.4935
E. coli,SXT,-0.311
E. coli,TOB,0.1402
S. aureus,AMK,-9.3074
S. aureus,AMS,-0.3414
S. aureus,CIP,-0.6125
S. aureus,CLI,-0.666
S. aureus,CTX,-2.6023
S. aureus,CXM,-5.0227
S. aureus,DOX,-0.4664
S. aureus,DPT,-0.437
S. aureus,FOS,-8.1553
S. aureus,GEN,-4.8357
S. aureus,IMP,-0.1555
S. aureus,LEV,-0.2285
S. aureus,LIZ,0.0755
S. aureus,MER,-0.3586
S. aureus,MOX,-0.1135
S. aureus,PIT,-1.0473
S. aureus,RAM,-0.1257
S. aureus,ROX,-1.8886
S. aureus,SXT,-0.0857
S. aureus,TOB,25.1048
S. aureus,TPL,0.2277
S. aureus,VAN,0.0169
P. aeruginosa,AMK,-0.4092
P. aeruginosa,AZT,2.6547
P. aeruginosa,CAZ,12.8089
P. aeruginosa,CIP,-0.0176
P. aeruginosa,COL,0.3748
P. aeruginosa,IMP,0.4592
P. aeruginosa,LEV,-0.1236
P. aeruginosa,MER,0.1123
P. aeruginosa,PIP,-1.0553
P. aeruginosa,PIT,26.0544
P. aeruginosa,TOB,-0.162
S. aureus,AMK,-162.232
S. aureus,AMS,-2.8916
S. aureus,CIP,-3.0945
S. aureus,CLI,-14.6388
S. aureus,CTX,-18.7278
S. aureus,CXM,-93.8054
S. aureus,DOX,-3.2817
S. aureus,DPT,-0.9589
S. aureus,FOS,-70.2629
S. aureus,GEN,-325.5896
S. aureus,IMP,-3.1768
S. aureus,LEV,-3.3955
S. aureus,LIZ,-0.6744
S. aureus,MER,-8.8099
S. aureus,MOX,-0.9911
S. aureus,PIT,-9.9115
S. aureus,RAM,-1.1349
S. aureus,ROX,-15.9502
S. aureus,SXT,-0.3313
S. aureus,TOB,-3.3442
S. aureus,TPL,-0.1378
S. aureus,VAN,-0.6315
Ent. faecalis,AMS,-0.1841
Ent. faecalis,IMP,0.703
Ent. faecalis,LIZ,0.1559
Ent. faecalis,PIP,14.982
Ent. faecalis,PIT,6.1857
Ent. faecalis,SXT,-0.1099
Ent. faecalis,TPL,-0.1775
Ent. faecalis,VAN,0.0508
S. aureus,AMK,1.8443
S. aureus,AMS,1.815
S. aureus,CIP,-0.2422
S. aureus,CLI,0.1156
S. aureus,CTX,1.3928
S. aureus,CXM,0.6851
S. aureus,DOX,0.0298
S. aureus,DPT,0.3105
S. aureus,FOS,1.3666
S. aureus,GEN,0.2383
S. aureus,IMP,0.0283
S. aureus,LEV,-0.0358
S. aureus,LIZ,0.4099
S. aureus,MER,0.0319
S. aureus,MOX,-0.0268
S. aureus,PIT,1.6396
S. aureus,RAM,0.0112
S. aureus,ROX,0.7197
S. aureus,SXT,0.1663
S. aureus,TOB,31.9936
S. aureus,TPL,0.1482
S. aureus,VAN,0.3979
Ent. faecalis,AMS,0.2595
Ent. faecalis,IMP,-0.1105
Ent. faecalis,LIZ,0.1306
Ent. faecalis,PIP,18.5751
Ent. faecalis,PIT,1.9634
Ent. faecalis,SXT,-0.1201
Ent. faecalis,TPL,-0.1662
Ent. faecalis,VAN,0.0251
E. coli,AMK,0.0485
E. coli,AMS,-0.0875
E. coli,AZT,0.0769
E. coli,CAZ,0.0597
E. coli,CIP,0.0066
E. coli,COL,-0.6681
E. coli,CTX,0.0195
E. coli,CXM,2.356
E. coli,FOS,-2.343
E. coli,GEN,0.0371
E. coli,IMP,0.1077
E. coli,LEV,0.0156
E. coli,MER,0.0116
E. coli,MOX,-0.0082
E. coli,PIP,-0.4144
E. coli,PIT,0.2357
E. coli,SXT,0.0013
E. coli,TOB,0.2073
P. aeruginosa,AMK,0.3609
P. aeruginosa,AZT,-2.4642
P. aeruginosa,CAZ,-2.8824
P. aeruginosa,CIP,-1.3287
P. aeruginosa,COL,0.2775
P. aeruginosa,IMP,1.3408
P. aeruginosa,LEV,-1.4946
P. aeruginosa,MER,0.3504
P. aeruginosa,PIP,-42.8829
P. aeruginosa,PIT,-4.5361
P. aeruginosa,TOB,-0.0349
E. coli,AMK,0.6084
E. coli,AMS,-20.0544
E. coli,AZT,-0.9484
E. coli,CAZ,-0.7532
E. coli,CIP,-0.3248
E. coli,COL,-0.2786
E. coli,CTX,-0.7073
E. coli,CXM,-14.772
E. coli,FOS,-13.5847
E. coli,GEN,-0.2063
E. coli,IMP,-0.1404
E. coli,LEV,-0.4182
E. coli,MER,-0.0394
E. coli,MOX,-0.7521
E. coli,PIP,-15.2155
E. coli,PIT,-1.9869
E. coli,SXT,-2.7777
E. coli,TOB,0.0424
E. coli,AMK,-0.3744
E. coli,AMS,-19.0504
E. coli,AZT,-0.7973
E. coli,CAZ,-0.6499
E. coli,CIP,-0.2906
E. coli,COL,-0.5348
E. coli,CTX,-0.5759
E. coli,CXM,-13.0553
E. coli,FOS,-9.1783
E. coli,GEN,-0.4305
E. coli,IMP,-0.1241
E. coli,LEV,-0.3757
E. coli,MER,-0.0362
E. coli,MOX,-0.7217
E. coli,PIP,-12.9107
E. coli,PIT,-2.546
E. coli,SXT,-2.4676
E. coli,TOB,0.0472
Ent. faecalis,AMS,-5.2155
Ent. faecalis,IMP,-0.3716
Ent. faecalis,LIZ,-5.653
Ent. faecalis,PIP,221.2787
Ent. faecalis,PIT,-2.3902
Ent. faecalis,SXT,-2.3543
Ent. faecalis,TPL,-1.8361
Ent. faecalis,VAN,-4.848
P. aeruginosa,AMK,0.4583
P. aeruginosa,AZT,3.0942
P. aeruginosa,CAZ,-1.0576
P. aeruginosa,CIP,-0.6427
P. aeruginosa,COL,0.2987
P. aeruginosa,IMP,1.4147
P. aeruginosa,LEV,-0.4712
P. aeruginosa,MER,0.3606
P. aeruginosa,PIP,-28.3843
P. aeruginosa,PIT,-1.7767
P. aeruginosa,TOB,0.0111
P. aeruginosa,AMK,0.4582
P. aeruginosa,AZT,0.677
P. aeruginosa,CAZ,-2.2152
P. aeruginosa,CIP,-0.573
P. aeruginosa,COL,1.3383
P. aeruginosa,IMP,0.3672
P. aeruginosa,LEV,-0.3984
P. aeruginosa,MER,0.0998
P. aeruginosa,PIP,-35.265
P. aeruginosa,PIT,-2.8576
P. aeruginosa,TOB,0.0264
P. aeruginosa,AMK,14.6845
P. aeruginosa,AZT,4.7722
P. aeruginosa,CAZ,1.9119
P. aeruginosa,CIP,7.863
P. aeruginosa,COL,3.3779
P. aeruginosa,IMP,1.5443
P. aeruginosa,LEV,15.7987
P. aeruginosa,MER,0.8772
P. aeruginosa,PIP,-8.01
P. aeruginosa,PIT,11.2381
P. aeruginosa,TOB,0.6217
E. coli,AMK,2.6251
E. coli,AMS,43.6028
E. coli,AZT,-0.8389
E. coli,CAZ,-0.6779
E. coli,CIP,-0.2884
E. coli,COL,-0.28
E. coli,CTX,-0.6094
E. coli,CXM,-11.4908
E. coli,FOS,18.4994
E. coli,GEN,0.3199
E. coli,IMP,0.1226
E. coli,LEV,-0.3735
E. coli,MER,-0.037
E. coli,MOX,-0.7146
E. coli,PIP,112.7948
E. coli,PIT,61.1506
E. coli,SXT,-2.4561
E. coli,TOB,0.5485
S. aureus,AMK,0.4665
S. aureus,AMS,-0.2014
S. aureus,CIP,-0.1178
S. aureus,CLI,-0.0514
S. aureus,CTX,-0.4096
S. aureus,CXM,-1.0764
S. aureus,DOX,-0.0712
S. aureus,DPT,-0.3048
S. aureus,FOS,13.6322
S. aureus,GEN,-0.0439
S. aureus,IMP,-0.0274
S. aureus,LEV,-0.2767
S. aureus,LIZ,-0.3059
S. aureus,MER,-0.0679
S. aureus,MOX,-0.066
S. aureus,PIT,-0.5174
S. aureus,RAM,0.9693
S. aureus,ROX,-0.7363
S. aureus,SXT,-0.0516
S. aureus,TOB,18.463
S. aureus,TPL,-0.1998
S. aureus,VAN,0.1311
S. aureus,AMK,-21.3208
S. aureus,AMS,-1.9372
S. aureus,CIP,-2.0335
S. aureus,CLI,-2.2239
S. aureus,CTX,-6.7576
S. aureus,CXM,-25.6856
S. aureus,DOX,-0.6001
S. aureus,DPT,0.2415
S. aureus,FOS,-3.3343
S. aureus,GEN,-18.6837
S. aureus,IMP,-1.2427
S. aureus,LEV,-2.0883
S. aureus,LIZ,1.1911
S. aureus,MER,-2.6257
S. aureus,MOX,-0.6345
S. aureus,PIT,-3.8798
S. aureus,RAM,-0.2358
S. aureus,ROX,-5.8848
S. aureus,SXT,31.6996
S. aureus,TOB,-9.6476
S. aureus,TPL,0.1878
S. aureus,VAN,-0.0009
P. aeruginosa,AMK,2.7601
P. aeruginosa,AZT,7.1598
P. aeruginosa,CAZ,1.302
P. aeruginosa,CIP,0.0292
P. aeruginosa,COL,0.2927
P. aeruginosa,IMP,1.6708
P. aeruginosa,LEV,0.3587
P. aeruginosa,MER,0.1561
P. aeruginosa,PIP,-4.2963
P. aeruginosa,PIT,1.3377
P. aeruginosa,TOB,0.122
S. aureus,AMK,-48.4452
S. aureus,AMS,-0.1145
S. aureus,CIP,-0.6961
S. aureus,CLI,-3.5409
S. aureus,CTX,-9.6162
S. aureus,CXM,-24.6995
S. aureus,DOX,-1.2347
S. aureus,DPT,-0.4502
S. aureus,FOS,-24.81
S. aureus,GEN,-49.5302
S. aureus,IMP,-0.7546
S. aureus,LEV,-0.9765
S. aureus,LIZ,1.054
S. aureus,MER,-1.8652
S. aureus,MOX,-0.2222
S. aureus,PIT,0.5346
S. aureus,RAM,-0.4384
S. aureus,ROX,-6.5461
S. aureus,SXT,-0.1742
S. aureus,TOB,14.0742
S. aureus,TPL,0.2397
S. aureus,VAN,-0.0669
S. aureus,AMK,-1.9888
S. aureus,AMS,0.1794
S. aureus,CIP,-0.127
S. aureus,CLI,-0.076
S. aureus,CTX,-1.808
S. aureus,CXM,-1.8336
S. aureus,DOX,0.0385
S. aureus,DPT,-0.0057
S. aureus,FOS,-3.0202
S. aureus,GEN,-0.6733
S. aureus,IMP,-0.0416
S. aureus,LEV,-0.0606
S. aureus,LIZ,1.1409
S. aureus,MER,-0.1042
S. aureus,MOX,0.0428
S. aureus,PIT,0.2
S. aureus,RAM,-0.0352
S. aureus,ROX,-1.0486
S. aureus,SXT,-0.0545
S. aureus,TOB,24.3048
S. aureus,TPL,-0.1753
S. aureus,VAN,-0.4077
S. aureus,AMK,-6.5818
S. aureus,AMS,-0.3883
S. aureus,CIP,7.0958
S. aureus,CLI,-0.4735
S. aureus,CTX,-2.259
S. aureus,CXM,-4.8839
S. aureus,DOX,-0.3117
S. aureus,DPT,-0.3553
S. aureus,FOS,-6.0578
S. aureus,GEN,-2.5344
S. aureus,IMP,-0.151
S. aureus,LEV,7.4832
S. aureus,LIZ,0.1286
S. aureus,MER,-0.3195
S. aureus,MOX,0.3597
S. aureus,PIT,-0.3626
S. aureus,RAM,0.4031
S. aureus,ROX,-2.2737
S. aureus,SXT,-0.0884
S. aureus,TOB,18.5182
S. aureus,TPL,-0.1674
S. aureus,VAN,-0.4499
E. coli,AMK,0.712
E. coli,AMS,14.5567
E. coli,AZT,-0.9917
E. coli,CAZ,-0.3865
E. coli,CIP,7.8614
E. coli,COL,-0.2087
E. coli,CTX,-0.6837
E. coli,CXM,-12.0585
E. coli,FOS,-12.1196
E. coli,GEN,0.4609
E. coli,IMP,-0.2998
E. coli,LEV,3.8011
E. coli,MER,-0.0377
E. coli,MOX,7.6759
E. coli,PIP,113.2893
E. coli,PIT,-1.0173
E. coli,SXT,30.8521
E. coli,TOB,0.1039
P. aeruginosa,AMK,-17.2622
P. aeruginosa,AZT,-39.1795
P. aeruginosa,CAZ,-33.123
P. aeruginosa,CIP,-3.4162
P. aeruginosa,COL,-3.4294
P. aeruginosa,IMP,-1.1867
P. aeruginosa,LEV,-2.5272
P. aeruginosa,MER,-1.0261
P. aeruginosa,PIP,-255.4033
P. aeruginosa,PIT,-16.7693
P. aeruginosa,TOB,-23.0224
E. coli,AMK,2.9153
E. coli,AMS,-0.3838
E. coli,AZT,0.0094
E. coli,CAZ,-0.012
E. coli,CIP,-0.0175
E. coli,COL,0.1894
E. coli,CTX,-0.0076
E. coli,CXM,0.7647
E. coli,FOS,10.1506
E. coli,GEN,0.1757
E. coli,IMP,0.0559
E. coli,LEV,-0.0204
E. coli,MER,0.0001
E. coli,MOX,-0.0698
E. coli,PIP,-2.2817
E. coli,PIT,0.8745
E. coli,SXT,15.762
E. coli,TOB,0.6533
E. coli,AMK,0.7526
E. coli,AMS,-9.4056
E. coli,AZT,-0.1893
E. coli,CAZ,-0.193
E. coli,CIP,-0.005
E. coli,COL,1.1781
E. coli,CTX,-0.1186
E. coli,CXM,-2.9417
E. coli,FOS,-7.83
E. coli,GEN,-0.0068
E. coli,IMP,-0.2111
E. coli,LEV,0.3173
E. coli,MER,-0.0159
E. coli,MOX,0.1734
E. coli,PIP,-4.1126
E. coli,PIT,0.2516
E. coli,SXT,-0.0025
E. coli,TOB,0.5867
P. aeruginosa,AMK,0.6562
P. aeruginosa,AZT,3.0967
P. aeruginosa,CAZ,-0.9372
P. aeruginosa,CIP,-0.0332
P. aeruginosa,COL,0.4003
P. aeruginosa,IMP,1.4944
P. aeruginosa,LEV,0.2686
P. aeruginosa,MER,0.3664
P. aeruginosa,PIP,-21.6823
P. aeruginosa,PIT,-1.706
P. aeruginosa,TOB,0.1196
P. aeruginosa,AMK,2.6897
P. aeruginosa,AZT,2.0167
P. aeruginosa,CAZ,0.5884
P. aeruginosa,CIP,-0.0221
P. aeruginosa,COL,0.3352
P. aeruginosa,IMP,0.0873
P. aeruginosa,LEV,0.2875
P. aeruginosa,MER,0.3879
P. aeruginosa,PIP,-15.3396
P. aeruginosa,PIT,0.1357
P. aeruginosa,TOB,0.1096
P. aeruginosa,AMK,0.8946
P. aeruginosa,AZT,3.6076
P. aeruginosa,CAZ,0.1332
P. aeruginosa,CIP,0.0943
P. aeruginosa,COL,1.3068
P. aeruginosa,IMP,0.2488
P. aeruginosa,LEV,0.4505
P. aeruginosa,MER,-0.0162
P. aeruginosa,PIP,-3.4663
P. aeruginosa,PIT,2.0976
P. aeruginosa,TOB,-0.2631
S. aureus,AMK,0.9888
S. aureus,AMS,-0.0667
S. aureus,CIP,-0.1599
S. aureus,CLI,0.1969
S. aureus,CTX,0.8298
S. aureus,CXM,1.0929
S. aureus,DOX,0.3879
S. aureus,DPT,0.172
S. aureus,FOS,2.1618
S. aureus,GEN,0.3473
S. aureus,IMP,0.01
S. aureus,LEV,0.0714
S. aureus,LIZ,1.2599
S. aureus,MER,-0.0029
S. aureus,MOX,0.0783
S. aureus,PIT,-0.1901
S. aureus,RAM,-0.0038
S. aureus,ROX,0.3662
S. aureus,SXT,-0.029
S. aureus,TOB,40.1924
S. aureus,TPL,-0.1702
S. aureus,VAN,0.2669
P. aeruginosa,AMK,-2.3786
P. aeruginosa,AZT,-11.3507
P. aeruginosa,CAZ,-5.2322
P. aeruginosa,CIP,-1.198
P. aeruginosa,COL,-0.1611
P. aeruginosa,IMP,14.8948
P. aeruginosa,LEV,-0.3271
P. aeruginosa,MER,7.7126
P. aeruginosa,PIP,-22.0327
P. aeruginosa,PIT,5.6903
P. aeruginosa,TOB,-1.4613
E. coli,AMK,6.7686
E. coli,AMS,-7.452
E. coli,AZT,-0.3993
E. coli,CAZ,-0.2274
E. coli,CIP,7.9009
E. coli,COL,-0.5016
E. coli,CTX,-0.1492
E. coli,CXM,6.483
E. coli,FOS,-7.2926
E. coli,GEN,1.525
E. coli,IMP,-0.2356
E. coli,LEV,3.8557
E. coli,MER,-0.0234
E. coli,MOX,7.7599
E. coli,PIP,-1.9277
E. coli,PIT,1.8257
E. coli,SXT,31.2163
E. coli,TOB,0.1125
E. coli,AMK,0.4677
E. coli,AMS,-30.2214
E. coli,AZT,-1.1717
E. coli,CAZ,-0.5508
E. coli,CIP,-0.9691
E. coli,COL,-0.3454
E. coli,CTX,-0.9
E. coli,CXM,-16.6172
E. coli,FOS,2.4029
E. coli,GEN,-0.4795
E. coli,IMP,-0.1988
E. coli,LEV,-1.1529
E. coli,MER,-0.0463
E. coli,MOX,-2.3731
E. coli,PIP,-16.292
E. coli,PIT,-2.2662
E. coli,SXT,-8.3338
E. coli,TOB,-0.2875
E. coli,AMK,-0.3544
E. coli,AMS,-16.3188
E. coli,AZT,-0.5781
E. coli,CAZ,-0.4958
E. coli,CIP,-0.2603
E. coli,COL,-0.5528
E. coli,CTX,-0.3998
E. coli,CXM,-10.4934
E. coli,FOS,-11.0737
E. coli,GEN,-0.4035
E. coli,IMP,-0.2868
E. coli,LEV,-0.3369
E. coli,MER,-0.0309
E. coli,MOX,-0.6576
E. coli,PIP,-10.9751
E. coli,PIT,-1.486
E. coli,SXT,-2.1806
E. coli,TOB,-0.2005
Ent. faecalis,AMS,-0.0858
Ent. faecalis,IMP,1.3527
Ent. faecalis,LIZ,0.1202
Ent. faecalis,PIP,16.8174
Ent. faecalis,PIT,0.8586
Ent. faecalis,SXT,-0.1621
Ent. faecalis,TPL,-0.1598
Ent. faecalis,VAN,-0.0118
Ent. faecalis,AMS,-2.7191
Ent. faecalis,IMP,0.057
Ent. faecalis,LIZ,1.0278
Ent. faecalis,PIP,6.3871
Ent. faecalis,PIT,-10.1473
Ent. faecalis,SXT,-0.3918
Ent. faecalis,TPL,-0.1619
Ent. faecalis,VAN,-0.1955
P. aeruginosa,AMK,-0.402
P. aeruginosa,AZT,4.7755
P. aeruginosa,CAZ,-1.1252
P. aeruginosa,CIP,-0.035
P. aeruginosa,COL,0.331
P. aeruginosa,IMP,0.5125
P. aeruginosa,LEV,-0.2664
P. aeruginosa,MER,-0.0627
P. aeruginosa,PIP,-22.3715
P. aeruginosa,PIT,-2.7866
P. aeruginosa,TOB,-0.175
P. aeruginosa,AMK,-0.5723
P. aeruginosa,AZT,30.6693
P. aeruginosa,CAZ,6.9192
P. aeruginosa,CIP,-1.0662
P. aeruginosa,COL,-0.3674
P. aeruginosa,IMP,0.5364
P. aeruginosa,LEV,-1.292
P. aeruginosa,MER,1.8898
P. aeruginosa,PIP,-5.3178
P. aeruginosa,PIT,12.69
P. aeruginosa,TOB,-0.3123
P. aeruginosa,AMK,-0.3872
P. aeruginosa,AZT,1.4923
P. aeruginosa,CAZ,0.268
P. aeruginosa,CIP,-0.1429
P. aeruginosa,COL,0.3144
P. aeruginosa,IMP,0.541
P. aeruginosa,LEV,0.1319
P. aeruginosa,MER,0.8809
P. aeruginosa,PIP,-15.2883
P. aeruginosa,PIT,-0.2941
P. aeruginosa,TOB,-0.1753
Ent. faecalis,AMS,-15.0272
Ent. faecalis,IMP,0.0691
Ent. faecalis,LIZ,-23.8883
Ent. faecalis,PIP,201.1284
Ent. faecalis,PIT,-5.8594
Ent. faecalis,SXT,-4.5587
Ent. faecalis,TPL,-10.2945
Ent. faecalis,VAN,-18.5788
Ent. faecalis,AMS,0.203
Ent. faecalis,IMP,0.649
Ent. faecalis,LIZ,0.1725
Ent. faecalis,PIP,10.6458
Ent. faecalis,PIT,-0.1065
Ent. faecalis,SXT,-0.1223
Ent. faecalis,TPL,-0.1841
Ent. faecalis,VAN,1.0532
S. aureus,AMK,1.5001
S. aureus,AMS,-0.185
S. aureus,CIP,-0.0692
S. aureus,CLI,0.0825
S. aureus,CTX,0.205
S. aureus,CXM,-0.1635
S. aureus,DOX,0.0006
S. aureus,DPT,0.1718
S. aureus,FOS,30.8095
S. aureus,GEN,0.1884
S. aureus,IMP,-0.0018
S. aureus,LEV,-0.0296
S. aureus,LIZ,-0.2316
S. aureus,MER,-0.0166
S. aureus,MOX,-0.0116
S. aureus,PIT,-0.411
S. aureus,RAM,0.0025
S. aureus,ROX,-0.3181
S. aureus,SXT,-0.043
S. aureus,TOB,10.6915
S. aureus,TPL,-0.2414
S. aureus,VAN,0.1914
S. aureus,AMK,-128.7352
S. aureus,AMS,-3.0328
S. aureus,CIP,3.4257
S. aureus,CLI,-27.642
S. aureus,CTX,-17.8555
S. aureus,CXM,-100.9051
S. aureus,DOX,-6.1563
S. aureus,DPT,-2.3726
S. aureus,FOS,-68.8388
S. aureus,GEN,-302.6476
S. aureus,IMP,-2.51
S. aureus,LEV,11.5636
S. aureus,LIZ,-1.3121
S. aureus,MER,-5.6817
S. aureus,MOX,2.3714
S. aureus,PIT,-8.2008
S. aureus,RAM,-2.331
S. aureus,ROX,-28.5679
S. aureus,SXT,-0.7481
S. aureus,TOB,158.6543
S. aureus,TPL,-0.4894
S. aureus,VAN,-1.3128
Ent. faecalis,AMS,-1.1688
Ent. faecalis,IMP,-0.7428
Ent. faecalis,LIZ,1.11
Ent. faecalis,PIP,14.5594
Ent. faecalis,PIT,-1.1016
Ent. faecalis,SXT,-0.2205
Ent. faecalis,TPL,-0.1535
Ent. faecalis,VAN,-0.0536
S. aureus,AMK,1.8937
S. aureus,AMS,0.3105
S. aureus,CIP,0.1317
S. aureus,CLI,0.0555
S. aureus,CTX,1.4195
S. aureus,CXM,1.7273
S. aureus,DOX,0.0376
S. aureus,DPT,0.3242
S. aureus,FOS,1.4999
S. aureus,GEN,0.4931
S. aureus,IMP,0.031
S. aureus,LEV,0.0879
S. aureus,LIZ,0.4257
S. aureus,MER,0.0356
S. aureus,MOX,0.0822
S. aureus,PIT,0.6433
S. aureus,RAM,0.0123
S. aureus,ROX,0.245
S. aureus,SXT,-0.0202
S. aureus,TOB,27.2801
S. aureus,TPL,-0.246
S. aureus,VAN,-0.0957
Ent. faecalis,AMS,-0.6514
Ent. faecalis,IMP,1.1183
Ent. faecalis,LIZ,1.2122
Ent. faecalis,PIP,-3.606
Ent. faecalis,PIT,-0.4877
Ent. faecalis,SXT,-0.2011
Ent. faecalis,TPL,-0.1989
Ent. faecalis,VAN,0.0338
Ent. faecalis,AMS,-2.5969
Ent. faecalis,IMP,-0.5057
Ent. faecalis,LIZ,-0.9932
Ent. faecalis,PIP,-21.5593
Ent. faecalis,PIT,-0.8033
Ent. faecalis,SXT,31.3044
Ent. faecalis,TPL,-0.0247
Ent. faecalis,VAN,-1.0486
S. aureus,AMK,-29.9856
S. aureus,AMS,-6.7623
S. aureus,CIP,4.4061
S. aureus,CLI,-41.0162
S. aureus,CTX,-16.5682
S. aureus,CXM,-93.914
S. aureus,DOX,-7.632
S. aureus,DPT,-6.7124
S. aureus,FOS,-40.7648
S. aureus,GEN,-42.0477
S. aureus,IMP,-1.05
S. aureus,LEV,12.3853
S. aureus,LIZ,-6.0094
S. aureus,MER,-1.3312
S. aureus,MOX,5.8079
S. aureus,PIT,-4.3703
S. aureus,RAM,-4.9207
S. aureus,ROX,-41.0459
S. aureus,SXT,-2.3542
S. aureus,TOB,470.041
S. aureus,TPL,-1.459
S. aureus,VAN,-4.8751
P. aeruginosa,AMK,-0.1894
P. aeruginosa,AZT,5.8786
P. aeruginosa,CAZ,0.5513
P. aeruginosa,CIP,7.9524
P. aeruginosa,COL,0.4106
P. aeruginosa,IMP,15.6228
P. aeruginosa,LEV,7.9237
P. aeruginosa,MER,1.8899
P. aeruginosa,PIP,-13.2515
P. aeruginosa,PIT,0.0565
P. aeruginosa,TOB,-0.0754
E. coli,AMK,0.808
E. coli,AMS,-5.27
E. coli,AZT,-0.0761
E. coli,CAZ,-0.0944
E. coli,CIP,-0.0233
E. coli,COL,-0.3327
E. coli,CTX,-0.0522
E. coli,CXM,-1.0122
E. coli,FOS,1.0594
E. coli,GEN,-0.1904
E. coli,IMP,-0.1765
E. coli,LEV,-0.0928
E. coli,MER,-0.0087
E. coli,MOX,-0.2034
E. coli,PIP,-2.2542
E. coli,PIT,0.5615
E. coli,SXT,-0.5798
E. coli,TOB,0.1059
P. aeruginosa,AMK,0.0482
P. aeruginosa,AZT,50.817
P. aeruginosa,CAZ,-3.151
P. aeruginosa,CIP,0.0922
P. aeruginosa,COL,-0.243
P. aeruginosa,IMP,1.1963
P. aeruginosa,LEV,2.8813
P. aeruginosa,MER,0.0547
P. aeruginosa,PIP,-46.329
P. aeruginosa,PIT,-1.0644
P. aeruginosa,TOB,-0.4037
Ent. faecalis,AMS,-0.2142
Ent. faecalis,IMP,0.0933
Ent. faecalis,LIZ,0.0729
Ent. faecalis,PIP,28.1896
Ent. faecalis,PIT,-0.0808
Ent. faecalis,SXT,-0.123
Ent. faecalis,TPL,-0.1442
Ent. faecalis,VAN,0.9828
E. coli,AMK,0.786
E. coli,AMS,54.2093
E. coli,AZT,-0.2619
E. coli,CAZ,-0.2477
E. coli,CIP,0.1595
E. coli,COL,0.227
E. coli,CTX,-0.156
E. coli,CXM,-3.7389
E. coli,FOS,6.2671
E. coli,GEN,0.0426
E. coli,IMP,-0.0268
E. coli,LEV,0.118
E. coli,MER,-0.0183
E. coli,MOX,0.2773
